STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN012070800,"BOMBAY SANTACRUZ, IN",12/24/2017,,79,,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/25/2017,,79,,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/26/2017,,81,,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/27/2017,,80,,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/28/2017,,79,,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/29/2017,,78,,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/30/2017,,78,,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/31/2017,,78,,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/1/2018,,77,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/2/2018,,75,,57
IN012070800,"BOMBAY SANTACRUZ, IN",1/3/2018,,77,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/4/2018,,77,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/5/2018,,77,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/6/2018,,76,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/7/2018,,74,,57
IN012070800,"BOMBAY SANTACRUZ, IN",1/8/2018,,75,,56
IN012070800,"BOMBAY SANTACRUZ, IN",1/9/2018,,78,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/10/2018,,81,,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/11/2018,,82,,67
IN012070800,"BOMBAY SANTACRUZ, IN",1/12/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",1/13/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",1/14/2018,,83,,71
IN012070800,"BOMBAY SANTACRUZ, IN",1/15/2018,,84,,70
IN012070800,"BOMBAY SANTACRUZ, IN",1/16/2018,,85,,70
IN012070800,"BOMBAY SANTACRUZ, IN",1/17/2018,,84,,67
IN012070800,"BOMBAY SANTACRUZ, IN",1/18/2018,,84,,66
IN012070800,"BOMBAY SANTACRUZ, IN",1/19/2018,,81,,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/20/2018,,81,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/21/2018,,81,,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/22/2018,,79,,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/23/2018,,76,,
IN012070800,"BOMBAY SANTACRUZ, IN",1/24/2018,,75,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/25/2018,,77,,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/26/2018,,78,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/27/2018,,77,,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/28/2018,,77,,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/29/2018,,80,,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/30/2018,,82,,64
IN012070800,"BOMBAY SANTACRUZ, IN",1/31/2018,,83,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/1/2018,,81,,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/2/2018,,81,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/3/2018,,81,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/4/2018,,82,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/5/2018,,81,,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/6/2018,,82,,66
IN012070800,"BOMBAY SANTACRUZ, IN",2/7/2018,,79,,71
IN012070800,"BOMBAY SANTACRUZ, IN",2/8/2018,,78,,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/9/2018,,79,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/10/2018,,78,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/11/2018,,76,,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/12/2018,,75,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/13/2018,,78,,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/14/2018,,84,,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/15/2018,,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",2/16/2018,,85,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/17/2018,,84,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/18/2018,,83,,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/19/2018,,83,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/20/2018,,82,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/21/2018,,84,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/22/2018,,83,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/23/2018,,84,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/24/2018,,86,,67
IN012070800,"BOMBAY SANTACRUZ, IN",2/25/2018,,87,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/26/2018,,87,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/27/2018,,88,,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/28/2018,,87,,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/1/2018,,85,,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/2/2018,,85,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/3/2018,,85,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/4/2018,,83,,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/5/2018,,84,,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/6/2018,,87,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/7/2018,,83,,75
IN012070800,"BOMBAY SANTACRUZ, IN",3/8/2018,,82,,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/9/2018,,84,,66
IN012070800,"BOMBAY SANTACRUZ, IN",3/10/2018,,84,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/11/2018,,89,,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/12/2018,,88,,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/13/2018,,89,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/14/2018,,89,,74
IN012070800,"BOMBAY SANTACRUZ, IN",3/15/2018,,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",3/16/2018,0,85,,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/17/2018,,85,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/18/2018,,84,,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/19/2018,,84,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/20/2018,,83,,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/21/2018,,82,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/22/2018,,81,,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/23/2018,,81,,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/24/2018,,84,,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/25/2018,,91,,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/26/2018,,91,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/27/2018,,84,,76
IN012070800,"BOMBAY SANTACRUZ, IN",3/28/2018,,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",3/29/2018,,83,,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/30/2018,,83,,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/31/2018,,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/1/2018,,84,,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/2/2018,,84,,70
IN012070800,"BOMBAY SANTACRUZ, IN",4/3/2018,,84,,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/4/2018,,85,,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/5/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/6/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/7/2018,,86,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/8/2018,,85,,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/9/2018,,86,,69
IN012070800,"BOMBAY SANTACRUZ, IN",4/10/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/11/2018,,85,,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/12/2018,,84,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/13/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/14/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/15/2018,,86,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/16/2018,,87,,80
IN012070800,"BOMBAY SANTACRUZ, IN",4/17/2018,,90,,80
IN012070800,"BOMBAY SANTACRUZ, IN",4/18/2018,,89,,81
IN012070800,"BOMBAY SANTACRUZ, IN",4/19/2018,,89,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/20/2018,,87,,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/21/2018,,87,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/22/2018,,89,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/23/2018,,87,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/24/2018,,88,,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/25/2018,,86,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/26/2018,,85,,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/27/2018,,85,,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/28/2018,,85,,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/29/2018,,86,,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/30/2018,,85,,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/1/2018,,86,,75
IN012070800,"BOMBAY SANTACRUZ, IN",5/2/2018,,86,,75
IN012070800,"BOMBAY SANTACRUZ, IN",5/3/2018,,86,,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/4/2018,,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/5/2018,,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/6/2018,,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/7/2018,,88,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/8/2018,,87,,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/9/2018,,88,,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/10/2018,,87,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/11/2018,,88,,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/12/2018,,88,,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/13/2018,,88,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/14/2018,,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/15/2018,,88,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/16/2018,,88,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/17/2018,,89,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/18/2018,,88,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/19/2018,,88,,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/20/2018,,88,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/21/2018,,88,,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/22/2018,,88,,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/23/2018,,88,,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/24/2018,,88,,82
IN012070800,"BOMBAY SANTACRUZ, IN",5/25/2018,,88,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/26/2018,,89,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/27/2018,,89,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/28/2018,,89,,82
IN012070800,"BOMBAY SANTACRUZ, IN",5/29/2018,,88,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/30/2018,,89,,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/31/2018,,89,,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/1/2018,,89,,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/2/2018,,87,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/3/2018,1.02,88,,73
IN012070800,"BOMBAY SANTACRUZ, IN",6/4/2018,0,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/5/2018,2.01,87,,70
IN012070800,"BOMBAY SANTACRUZ, IN",6/6/2018,0,89,,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/7/2018,0.75,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",6/8/2018,1.61,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/9/2018,1.46,82,,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/10/2018,,88,,74
IN012070800,"BOMBAY SANTACRUZ, IN",6/11/2018,0.02,88,,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/12/2018,0.03,88,,74
IN012070800,"BOMBAY SANTACRUZ, IN",6/13/2018,0,88,,83
IN012070800,"BOMBAY SANTACRUZ, IN",6/14/2018,0.01,87,,82
IN012070800,"BOMBAY SANTACRUZ, IN",6/15/2018,0.28,86,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/16/2018,0.35,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/17/2018,2.32,80,,72
IN012070800,"BOMBAY SANTACRUZ, IN",6/18/2018,2.05,82,,74
IN012070800,"BOMBAY SANTACRUZ, IN",6/19/2018,0.08,85,,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/20/2018,0.02,87,,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/21/2018,0.01,87,,82
IN012070800,"BOMBAY SANTACRUZ, IN",6/22/2018,0.04,87,,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/23/2018,0.63,78,,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/24/2018,1.26,80,,73
IN012070800,"BOMBAY SANTACRUZ, IN",6/25/2018,9.09,82,,73
IN012070800,"BOMBAY SANTACRUZ, IN",6/26/2018,2.09,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/27/2018,0.08,85,90,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/28/2018,0.08,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",6/29/2018,1.14,82,,75
IN012070800,"BOMBAY SANTACRUZ, IN",6/30/2018,0.79,83,,72
IN012070800,"BOMBAY SANTACRUZ, IN",7/1/2018,0.08,84,,75
IN012070800,"BOMBAY SANTACRUZ, IN",7/2/2018,0.02,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/3/2018,5.16,80,,72
IN012070800,"BOMBAY SANTACRUZ, IN",7/4/2018,4.65,82,87,74
IN012070800,"BOMBAY SANTACRUZ, IN",7/5/2018,1.69,84,,74
IN012070800,"BOMBAY SANTACRUZ, IN",7/6/2018,0.67,85,88,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/7/2018,0.24,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/8/2018,5.16,78,,73
IN012070800,"BOMBAY SANTACRUZ, IN",7/9/2018,4.8,78,,72
IN012070800,"BOMBAY SANTACRUZ, IN",7/10/2018,7.24,80,,72
IN012070800,"BOMBAY SANTACRUZ, IN",7/11/2018,4.49,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/12/2018,0.2,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/13/2018,0.12,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/14/2018,0.63,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/15/2018,1.5,81,,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/16/2018,3.74,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/17/2018,1.5,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/18/2018,0.39,83,,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/19/2018,0.08,83,,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/20/2018,0.2,82,,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/21/2018,0.71,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/22/2018,0,82,,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/23/2018,0,82,,81
IN012070800,"BOMBAY SANTACRUZ, IN",7/24/2018,0.16,83,,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/25/2018,0.04,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/26/2018,0.04,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/27/2018,0.04,82,,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/28/2018,0.04,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/29/2018,0,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/30/2018,,84,,81
IN012070800,"BOMBAY SANTACRUZ, IN",7/31/2018,0,83,,81
IN012070800,"BOMBAY SANTACRUZ, IN",8/1/2018,,83,,81
IN012070800,"BOMBAY SANTACRUZ, IN",8/2/2018,0.08,83,,81
IN012070800,"BOMBAY SANTACRUZ, IN",8/3/2018,0.12,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/4/2018,0.35,82,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/5/2018,0.31,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/6/2018,0.16,82,,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/7/2018,0.08,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/8/2018,0.03,83,,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/9/2018,0.08,82,,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/10/2018,0.16,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/11/2018,0.59,82,,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/12/2018,0.55,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/13/2018,0.43,81,,74
IN012070800,"BOMBAY SANTACRUZ, IN",8/14/2018,0.24,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/15/2018,0.02,82,,72
IN012070800,"BOMBAY SANTACRUZ, IN",8/16/2018,0.28,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/17/2018,0.43,81,,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/18/2018,0.16,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/19/2018,0.31,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/20/2018,0.63,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/21/2018,0.2,80,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/22/2018,0.98,80,,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/23/2018,0.91,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/24/2018,0.35,81,,75
IN012070800,"BOMBAY SANTACRUZ, IN",8/25/2018,0.2,81,,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/26/2018,0.47,81,,74
IN012070800,"BOMBAY SANTACRUZ, IN",8/27/2018,0.35,81,,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/28/2018,0.51,81,,74
IN012070800,"BOMBAY SANTACRUZ, IN",8/29/2018,0.01,83,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/30/2018,0,83,,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/31/2018,0.28,83,,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/1/2018,0.08,83,,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/2/2018,0.63,82,,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/3/2018,0.12,82,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/4/2018,0.2,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/5/2018,0,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/6/2018,0.03,83,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/7/2018,0,82,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/8/2018,0.04,83,,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/9/2018,0.02,82,,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/10/2018,0.31,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/11/2018,0,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/12/2018,0.08,83,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/13/2018,0,82,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/14/2018,0.35,81,,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/15/2018,0.02,83,90,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/16/2018,0.04,83,87,
IN012070800,"BOMBAY SANTACRUZ, IN",9/17/2018,0,82,90,
IN012070800,"BOMBAY SANTACRUZ, IN",9/18/2018,,84,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/19/2018,0.35,82,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/20/2018,0,83,88,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/21/2018,0.08,84,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/22/2018,0.01,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/23/2018,0,84,,80
IN012070800,"BOMBAY SANTACRUZ, IN",9/24/2018,0,84,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/25/2018,,84,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/26/2018,,85,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/27/2018,,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",9/28/2018,0.28,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",9/29/2018,0.16,86,,74
IN012070800,"BOMBAY SANTACRUZ, IN",9/30/2018,0,90,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/1/2018,,89,,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/2/2018,,87,,77
IN012070800,"BOMBAY SANTACRUZ, IN",10/3/2018,,88,,77
IN012070800,"BOMBAY SANTACRUZ, IN",10/4/2018,,87,,77
IN012070800,"BOMBAY SANTACRUZ, IN",10/5/2018,,89,,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/6/2018,,89,99,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/7/2018,,90,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/8/2018,,88,,80
IN012070800,"BOMBAY SANTACRUZ, IN",10/9/2018,,88,,81
IN012070800,"BOMBAY SANTACRUZ, IN",10/10/2018,,87,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/11/2018,,87,,79
IN012070800,"BOMBAY SANTACRUZ, IN",10/12/2018,,88,,79
IN012070800,"BOMBAY SANTACRUZ, IN",10/13/2018,,89,,
IN012070800,"BOMBAY SANTACRUZ, IN",10/14/2018,,89,,75
IN012070800,"BOMBAY SANTACRUZ, IN",10/15/2018,,89,,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/16/2018,,88,,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/17/2018,,85,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/18/2018,,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",10/19/2018,0.16,85,,73
IN012070800,"BOMBAY SANTACRUZ, IN",10/20/2018,0,87,,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/21/2018,,87,,77
IN012070800,"BOMBAY SANTACRUZ, IN",10/22/2018,1.97,88,,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/23/2018,0,88,,
IN012070800,"BOMBAY SANTACRUZ, IN",10/24/2018,,88,,68
IN012070800,"BOMBAY SANTACRUZ, IN",10/25/2018,,87,,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/26/2018,,89,,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/27/2018,,87,,73
IN012070800,"BOMBAY SANTACRUZ, IN",10/28/2018,,88,,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/29/2018,,87,,71
IN012070800,"BOMBAY SANTACRUZ, IN",10/30/2018,,86,,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/31/2018,,85,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/1/2018,,87,,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/2/2018,,88,,73
IN012070800,"BOMBAY SANTACRUZ, IN",11/3/2018,,88,,76
IN012070800,"BOMBAY SANTACRUZ, IN",11/4/2018,,88,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/5/2018,,87,,79
IN012070800,"BOMBAY SANTACRUZ, IN",11/6/2018,,89,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/7/2018,,87,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/8/2018,,86,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/9/2018,,87,,74
IN012070800,"BOMBAY SANTACRUZ, IN",11/10/2018,,86,,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/11/2018,,85,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/12/2018,,85,,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/13/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/14/2018,,82,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/15/2018,,85,,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/16/2018,,85,,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/17/2018,,86,,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/18/2018,,84,,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/19/2018,,84,,68
IN012070800,"BOMBAY SANTACRUZ, IN",11/20/2018,,86,,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/21/2018,,87,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/22/2018,,87,,75
IN012070800,"BOMBAY SANTACRUZ, IN",11/23/2018,,85,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/24/2018,,85,,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/25/2018,,85,,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/26/2018,,84,,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/27/2018,,84,,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/28/2018,,84,,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/29/2018,,83,,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/30/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/1/2018,,83,,67
IN012070800,"BOMBAY SANTACRUZ, IN",12/2/2018,,81,,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/3/2018,,82,,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/4/2018,,84,,71
IN012070800,"BOMBAY SANTACRUZ, IN",12/5/2018,,83,,70
IN012070800,"BOMBAY SANTACRUZ, IN",12/6/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/7/2018,,83,,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/8/2018,,82,,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/9/2018,,79,,63
IN012070800,"BOMBAY SANTACRUZ, IN",12/10/2018,,78,,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/11/2018,,79,,61
IN012070800,"BOMBAY SANTACRUZ, IN",12/12/2018,,79,,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/13/2018,,79,,64
IN012070800,"BOMBAY SANTACRUZ, IN",12/14/2018,,81,,69
IN012070800,"BOMBAY SANTACRUZ, IN",12/15/2018,,82,,73
IN012070800,"BOMBAY SANTACRUZ, IN",12/16/2018,,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",12/17/2018,,77,89,66
